"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","pi_chrom","pi_start","pi_end","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","prop.sig.genes"
"15","Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3546,0.004149377593361
"16","Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3546,0.0277264325323475
"17","Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0006310","DNA recombination",624,10,1.16,0.00536,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3842,0.016025641025641
"18","Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3842,0.004149377593361
"19","Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3842,0.0277264325323475
"20","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0006310","DNA recombination",624,10,1.16,0.00536,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.016025641025641
"21","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.004149377593361
"22","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.0277264325323475
"23","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0039657","symbiont-mediated suppression of host gene expressi...",4,2,0.01,2e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.5
"24","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0044826","viral genome integration into host DNA",29,2,0.05,0.00132,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.0689655172413793
"25","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0046718","symbiont entry into host cell",70,2,0.13,0.00751,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.0285714285714286
"26","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0052151","symbiont-mediated activation of host apoptosis",3,2,0.01,1e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.666666666666667
"27","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0075713","establishment of integrated proviral latency",29,2,0.05,0.00132,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.0689655172413793
"28","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0075732","viral penetration into host nucleus",11,2,0.02,0.00018,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.181818181818182
"29","Pocillopora_meandrina_HIv1___RNAseq.g1806.t1","GO:1903108","regulation of mitochondrial transcription",9,1,0.02,0.01667,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2019737,2031383,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1806.t1",4272,0.111111111111111
"30","Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1397,0.0277264325323475
"31","Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0006313","DNA transposition",144,6,0.27,2.3e-07,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5795,0.0416666666666667
"32","Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5795,0.004149377593361
"33","Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5795,0.0277264325323475
"34","Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2184,0.0277264325323475
"35","Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0006313","DNA transposition",144,6,0.27,2.3e-07,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1627,0.0416666666666667
"36","Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1627,0.004149377593361
"37","Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1627,0.0277264325323475
"38","Pocillopora_meandrina_HIv1___RNAseq.g11328.t1","GO:0006313","DNA transposition",144,6,0.27,2.3e-07,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000016",1978089,1997910,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",1977108,1978436,"ID=Pocillopora_meandrina_HIv1___RNAseq.g11328.t1",348,0.0416666666666667
"39","Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,"ID=Pocillopora_meandrina_HIv1___RNAseq.g3637.t1",2682,0.0277264325323475
"40","Pocillopora_meandrina_HIv1___RNAseq.g26952.t1","GO:0032925","regulation of activin receptor signaling pathway",15,1,0.03,0.02764,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000006",2573320,2586773,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",2578083,2585685,"ID=Pocillopora_meandrina_HIv1___RNAseq.g26952.t1",7603,0.0666666666666667
"41","Pocillopora_meandrina_HIv1___RNAseq.g1805.t1","GO:0006355","regulation of DNA-templated transcription",1900,7,3.55,0.02569,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2015777,2016166,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1805.t1",390,0.00368421052631579
"42","Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,"ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1",4943,0.0277264325323475
"43","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0006310","DNA recombination",624,10,1.16,0.00536,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.016025641025641
"44","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0006508","proteolysis",1928,8,3.6,0.02187,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.004149377593361
"45","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0015074","DNA integration",541,15,1.01,6.5e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.0277264325323475
"46","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0039657","symbiont-mediated suppression of host gene expressi...",4,2,0.01,2e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.5
"47","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0044826","viral genome integration into host DNA",29,2,0.05,0.00132,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.0689655172413793
"48","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0046718","symbiont entry into host cell",70,2,0.13,0.00751,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.0285714285714286
"49","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0052151","symbiont-mediated activation of host apoptosis",3,2,0.01,1e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.666666666666667
"50","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0075713","establishment of integrated proviral latency",29,2,0.05,0.00132,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.0689655172413793
"51","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0075732","viral penetration into host nucleus",11,2,0.02,0.00018,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4077,0.181818181818182
"52","Pocillopora_meandrina_HIv1___RNAseq.g27989.t1","GO:0006355","regulation of DNA-templated transcription",1900,7,3.55,0.02569,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000006",12435230,12463480,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",12445464,12446291,"ID=Pocillopora_meandrina_HIv1___RNAseq.g27989.t1",828,0.00368421052631579
"53","Pocillopora_meandrina_HIv1___RNAseq.g19581.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000001",10531132,10536982,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",10535065,10536702,"ID=Pocillopora_meandrina_HIv1___RNAseq.g19581.t1",1638,0.0258823529411765
"54","Pocillopora_meandrina_HIv1___RNAseq.g25079.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000004",13615030,13624862,"Pocillopora_meandrina_HIv1___Sc0000004","transcript",13615770,13616777,"ID=Pocillopora_meandrina_HIv1___RNAseq.g25079.t1",1008,0.0258823529411765
"55","Pocillopora_meandrina_HIv1___RNAseq.g16075.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",11421003,11433320,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",11422530,11426450,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16075.t1",3921,0.00263620386643234
"56","Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5659,0.00263620386643234
"57","Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5659,0.0258823529411765
"58","Pocillopora_meandrina_HIv1___TS.g24875.t1a","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000007",13093921,13099854,"Pocillopora_meandrina_HIv1___Sc0000007","transcript",13095063,13097222,"ID=Pocillopora_meandrina_HIv1___TS.g24875.t1a",2160,0.0258823529411765
"59","Pocillopora_meandrina_HIv1___TS.g13639.t1b","GO:0042025","host cell nucleus",17,3,0.03,3.7e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021",6212021,6231942,"Pocillopora_meandrina_HIv1___Sc0000021","transcript",6215380,6216850,"ID=Pocillopora_meandrina_HIv1___TS.g13639.t1b",1471,0.176470588235294
"60","Pocillopora_meandrina_HIv1___RNAseq.g18201.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",3826011,3853992,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",3830307,3833256,"ID=Pocillopora_meandrina_HIv1___RNAseq.g18201.t1",2950,0.00263620386643234
"61","Pocillopora_meandrina_HIv1___RNAseq.g18203.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",3826011,3853992,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",3848485,3852030,"ID=Pocillopora_meandrina_HIv1___RNAseq.g18203.t1",3546,0.00263620386643234
"62","Pocillopora_meandrina_HIv1___TS.g9339.t2","GO:1990130","GATOR1 complex",5,1,0.01,0.0091,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000042",112948,117579,"Pocillopora_meandrina_HIv1___Sc0000042","transcript",108110,119024,"ID=Pocillopora_meandrina_HIv1___TS.g9339.t2",4632,0.2
"63","Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3546,0.0258823529411765
"64","Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3842,0.00263620386643234
"65","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0019013","viral nucleocapsid",16,2,0.03,0.00038,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.125
"66","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0020002","host cell plasma membrane",14,2,0.03,0.00029,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.142857142857143
"67","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0042025","host cell nucleus",17,3,0.03,3.7e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.176470588235294
"68","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0043657","host cell",15,2,0.03,0.00033,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.133333333333333
"69","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0055036","virion membrane",4,2,0.01,1.9e-05,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.5
"70","Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0072494","host multivesicular body",9,2,0.02,0.00012,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2839,0.222222222222222
"71","Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1397,0.0258823529411765
"72","Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5795,0.00263620386643234
"73","Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5795,0.0258823529411765
"74","Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.2e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2184,0.0258823529411765
"75","Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0005634","nucleus",5690,15,10.39,0.02178,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1627,0.00263620386643234
