transcript::NC_058072.1:14065413-14066317	transcript::Pocillopora_meandrina_HIv1___Sc0000034:2245204-2246521	87.310	197	7.90e-59
transcript::NC_058072.1:15431958-15432607	transcript::Pocillopora_meandrina_HIv1___Sc0000008:11978483-11978922	98.352	364	0.0
transcript::NC_058072.1:16798869-16800035	transcript::Pocillopora_meandrina_HIv1___Sc0000021:1240639-1242092	81.481	486	5.74e-106
transcript::NC_058073.1:4975025-4976061	transcript::Pocillopora_meandrina_HIv1___Sc0000011:7637794-7638770	78.931	318	7.07e-55
transcript::NC_058073.1:9644067-9644364	transcript::Pocillopora_meandrina_HIv1___Sc0000010:837668-838985	97.306	297	2.84e-143
transcript::NC_058073.1:10536046-10536350	transcript::Pocillopora_meandrina_HIv1___Sc0000031:3701200-3701882	94.056	286	3.88e-122
transcript::NC_058074.1:12388832-12389319	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	85.714	175	9.18e-46
transcript::NC_058075.1:21566858-21568247	transcript::Pocillopora_meandrina_HIv1___Sc0000020:5490815-5492326	85.797	345	5.37e-97
transcript::NC_058075.1:6783277-6785216	transcript::Pocillopora_meandrina_HIv1___Sc0000000:11888733-11889138	92.840	405	5.31e-163
transcript::NC_058075.1:10483475-10483757	transcript::Pocillopora_meandrina_HIv1___Sc0000017:4272604-4277476	84.452	283	8.25e-74
transcript::NC_058076.1:3911483-3912046	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	81.419	296	1.04e-60
transcript::NC_058076.1:16320521-16321576	transcript::Pocillopora_meandrina_HIv1___Sc0000006:8462387-8463314	98.594	498	0.0
transcript::NC_058076.1:16320521-16321576	transcript::Pocillopora_meandrina_HIv1___Sc0000006:8462387-8463314	96.865	319	4.87e-151
transcript::NC_058077.1:13376586-13377826	transcript::Pocillopora_meandrina_HIv1___Sc0000027:4614594-4615605	98.100	579	0.0
transcript::NC_058077.1:13376586-13377826	transcript::Pocillopora_meandrina_HIv1___Sc0000027:4614594-4615605	99.628	269	9.72e-139
transcript::NC_058077.1:21470025-21472141	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	81.148	610	3.62e-135
transcript::NC_058077.1:3385183-3385495	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	85.795	176	5.73e-46
transcript::NC_058077.1:8320502-8321250	transcript::Pocillopora_meandrina_HIv1___Sc0000012:7572596-7573669	88.926	298	3.67e-101
transcript::NC_058078.1:938837-945183	transcript::Pocillopora_meandrina_HIv1___Sc0000027:4585027-4585876	77.143	805	1.88e-112
transcript::NC_058078.1:17964358-17964908	transcript::Pocillopora_meandrina_HIv1___Sc0000001:20597317-20597670	85.870	276	1.67e-73
transcript::NC_058079.1:6434578-6434963	transcript::Pocillopora_meandrina_HIv1___Sc0000031:3701200-3701882	95.429	175	6.87e-76
transcript::NC_058079.1:7904743-7905001	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	79.528	254	2.17e-44
transcript::NC_058079.1:8001702-8002173	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	82.911	474	1.33e-118
transcript::NC_058079.1:9574160-9574414	transcript::Pocillopora_meandrina_HIv1___Sc0000006:8498458-8499439	90.873	252	7.16e-94
transcript::NC_058079.1:12622372-12623056	transcript::Pocillopora_meandrina_HIv1___Sc0000006:5885179-5885709	94.495	436	0.0
transcript::NW_025322615.1:1198775-1199528	transcript::Pocillopora_meandrina_HIv1___Sc0000003:9683693-9687041	97.093	172	6.37e-79
transcript::NW_025322618.1:1461757-1462649	transcript::Pocillopora_meandrina_HIv1___Sc0000044:739645-740052	86.008	243	2.15e-64
transcript::NW_025322623.1:1113802-1117401	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	81.128	461	1.40e-96
transcript::NW_025322623.1:1113802-1117401	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	79.345	397	8.76e-69
transcript::NW_025322624.1:1040955-1041787	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	92.008	513	0.0
transcript::NW_025322624.1:1040955-1041787	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	88.889	135	4.46e-41
transcript::NW_025322625.1:159314-159553	transcript::Pocillopora_meandrina_HIv1___Sc0000019:3483363-3483669	90.476	126	1.20e-41
transcript::NW_025322629.1:660993-663482	transcript::Pocillopora_meandrina_HIv1___Sc0000011:4710754-4711774	90.835	491	0.0
transcript::NW_025322632.1:863089-864130	transcript::Pocillopora_meandrina_HIv1___Sc0000021:5119007-5120740	84.586	1064	0.0
transcript::NW_025322635.1:88858-89093	transcript::Pocillopora_meandrina_HIv1___Sc0000005:9784594-9785257	87.440	207	2.47e-63
transcript::NW_025322648.1:683361-684035	transcript::Pocillopora_meandrina_HIv1___Sc0000020:5490815-5492326	88.050	159	2.76e-47
transcript::NW_025322649.1:96568-97262	transcript::Pocillopora_meandrina_HIv1___Sc0000010:11431392-11432431	98.373	553	0.0
transcript::NW_025322649.1:96568-97262	transcript::Pocillopora_meandrina_HIv1___Sc0000010:11431392-11432431	98.601	143	7.68e-68
transcript::NW_025322661.1:101374-101891	transcript::Pocillopora_meandrina_HIv1___Sc0000020:3862811-3863445	95.142	247	4.13e-109
transcript::NW_025322663.1:52943-54203	transcript::Pocillopora_meandrina_HIv1___Sc0000017:4272604-4277476	87.450	1251	0.0
transcript::NW_025322678.1:9179-10562	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	81.178	611	6.54e-136
transcript::NW_025322678.1:9179-10562	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	82.239	259	7.32e-56
transcript::NW_025322703.1:202873-203175	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	81.848	303	1.16e-67
transcript::NW_025322750.1:50399-51213	transcript::Pocillopora_meandrina_HIv1___Sc0000006:5322888-5324437	90.640	812	0.0
transcript::NW_025322766.1:348985-349986	transcript::Pocillopora_meandrina_HIv1___Sc0000027:4291611-4294523	82.096	229	4.14e-47
transcript::NW_025322775.1:548305-548779	transcript::Pocillopora_meandrina_HIv1___Sc0000015:9230800-9231178	91.810	232	3.90e-89
transcript::NW_025322808.1:240581-241786	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	91.076	706	0.0
transcript::NW_025322808.1:240581-241786	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	75.966	466	3.83e-53
transcript::NW_025322823.1:113148-113716	transcript::Pocillopora_meandrina_HIv1___Sc0000002:15244966-15245966	91.636	275	2.74e-106
transcript::NW_025322830.1:5129-6940	transcript::Pocillopora_meandrina_HIv1___xfSc0000616:4028-15295	84.310	478	1.45e-128
transcript::NW_025322830.1:5129-6940	transcript::Pocillopora_meandrina_HIv1___xfSc0000616:4028-15295	84.310	478	1.45e-128
transcript::NW_025322830.1:5129-6940	transcript::Pocillopora_meandrina_HIv1___xfSc0000616:4028-15295	78.496	665	1.49e-108
transcript::NW_025322835.1:32390-33671	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	85.795	176	2.47e-45
transcript::NW_025322836.1:152058-152395	transcript::Pocillopora_meandrina_HIv1___Sc0000000:1829312-1830588	92.735	234	9.71e-94
transcript::NW_025322842.1:2-776	transcript::Pocillopora_meandrina_HIv1___Sc0000009:6276829-6278171	84.360	211	4.08e-51
transcript::NW_025322859.1:67586-70845	transcript::Pocillopora_meandrina_HIv1___Sc0000034:2773238-2773731	79.656	349	6.17e-65
transcript::NW_025322859.1:67586-70845	transcript::Pocillopora_meandrina_HIv1___Sc0000034:2773238-2773731	79.656	349	6.17e-65
transcript::NW_025322859.1:717-2396	transcript::Pocillopora_meandrina_HIv1___Sc0000011:7637794-7638770	78.616	318	5.37e-53
transcript::NW_025322878.1:83800-84289	transcript::Pocillopora_meandrina_HIv1___Sc0000024:3370967-3372641	86.047	172	9.22e-46
transcript::NW_025322885.1:14091-14746	transcript::Pocillopora_meandrina_HIv1___Sc0000031:3701200-3701882	94.017	117	4.48e-45
transcript::NW_025322887.1:80497-81899	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	91.566	581	0.0
transcript::NW_025322887.1:80497-81899	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	75.966	466	4.47e-53
transcript::NW_025322916.1:2733-3778	transcript::Pocillopora_meandrina_HIv1___Sc0000009:6276829-6278171	85.837	233	3.27e-63
transcript::NW_025322916.1:2733-3778	transcript::Pocillopora_meandrina_HIv1___Sc0000009:6276829-6278171	85.408	233	1.52e-61
transcript::NW_025322916.1:2733-3778	transcript::Pocillopora_meandrina_HIv1___Sc0000009:6276829-6278171	85.408	233	1.52e-61
transcript::NW_025322916.1:2733-3778	transcript::Pocillopora_meandrina_HIv1___Sc0000009:6276829-6278171	86.905	168	5.60e-46
transcript::NW_025323036.1:5768-8025	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	88.717	1099	0.0
transcript::NW_025323036.1:5768-8025	transcript::Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915	89.630	135	2.64e-42
transcript::NW_025323107.1:313705-314014	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	80.153	262	1.22e-47
transcript::NW_025323122.1:253732-254497	transcript::Pocillopora_meandrina_HIv1___Sc0000003:18888267-18888736	97.590	415	0.0
transcript::NW_025323127.1:133717-136296	transcript::Pocillopora_meandrina_HIv1___Sc0000028:4395797-4396229	89.418	189	6.36e-59
transcript::NW_025323134.1:52095-52462	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	81.163	361	1.40e-77
transcript::NW_025323270.1:10400-11395	transcript::Pocillopora_meandrina_HIv1___Sc0000009:9427786-9429239	84.170	259	6.69e-65
transcript::NW_025323380.1:593-1080	transcript::Pocillopora_meandrina_HIv1___Sc0000006:8498458-8499439	93.443	488	0.0
