row_id	pic_chr	pic_beg	pic_end	pic_len	TEshare	CDSshare	TEbp_per_pic	CDSbp_per_pic	TEdiv_per_pic
row_33	NC_058072.1	16792114	16799962	7849	1.7709262326411	0	139	0	16.95
row_34	NC_058073.1	27001	35922	8922	2.86931181349473	9.71755211835911	256	867	10.725
row_35	NC_058074.1	12957400	12972525	15126	5.44757371413467	3.15351051170174	824	477	18.1375
row_36	NC_058074.1	12979048	12987990	8943	2.3370233702337	0	209	0	16.1
row_37	NC_058074.1	12999036	13008000	8965	0	0	0	0	0
row_38	NC_058074.1	13014055	13019918	5864	0	23.3287858117325	0	1368	0
row_39	NC_058074.1	13063092	13069848	6757	2.85629717330176	0	193	0	14.8666666666667
row_4	NC_058066.1	28290198	28297001	6804	0	0	0	0	0
row_40	NC_058074.1	16891075	16899014	7940	0.302267002518892	15.717884130982	24	1248	8.9
row_41	NC_058074.1	17050017	17057006	6990	8.52646638054377	48.3977110157381	596	3383	33.8
row_42	NC_058074.1	17594000	17602911	8912	2.72666068222622	0	243	0	12.525
row_43	NC_058075.1	4289030	4303927	14898	1.24177741978789	0	185	0	4.9
row_44	NC_058075.1	6613075	6617952	4878	0	44.7109471094723	0	2181	0
row_45	NC_058075.1	6779004	6787987	8984	1.81433659839715	19.1006233303648	163	1716	26.9
row_46	NC_058075.1	7809091	7812410	3320	0	70.4819277108424	0	2340	0
row_47	NC_058075.1	8258352	8266593	8242	0.703712691094394	12.8124241688912	58	1056	20.7
row_48	NC_058075.1	12980181	12985154	4974	0	37.2135102533173	0	1851	0
row_49	NC_058076.1	959006	967710	8705	0.470993681792073	11.3038483630098	41	984	20.5
row_5	NC_058066.1	28445323	28452636	7314	7.53349740224218	38.1596937380385	551	2791	19.2
row_50	NC_058076.1	970020	979023	9004	6.33051976899149	0	570	0	23.725
row_51	NC_058076.1	1308003	1312007	4005	13.9825218476902	45.318352059926	560	1815	28.64
row_52	NC_058076.1	1894179	1899982	5804	11.0957960027566	2.03308063404549	644	118	34
row_53	NC_058076.1	10156061	10163935	7875	0	19.9999999999999	0	1575	0
row_54	NC_058076.1	10576103	10583998	7896	31.9908814589654	48.0116514691007	2526	3791	27.05
row_55	NC_058077.1	7895120	7899608	4489	3.96524838494098	0	178	0	10.2
row_56	NC_058077.1	10424001	10430905	6905	0.709630702389573	0	49	0	8.3
row_57	NC_058078.1	596070	604011	7942	12.3520523797532	0	981	0	21.1166666666667
row_58	NC_058079.1	7525638	7532108	6471	0.401792613197342	12.3783031988872	26	801	0
row_59	NC_058079.1	10942018	10952991	10974	0.537634408602151	8.40167669035907	59	922	15.3
row_6	NC_058066.1	29297022	29310880	13859	2.0419943718883	0	283	0	11.8
row_60	NC_058079.1	11855494	11867962	12469	2.06913144598604	0	258	0	19
row_61	NC_058079.1	11912038	11917216	5179	0.675806140181502	0	35	0	17.2
row_62	NC_058079.1	12044124	12053654	9531	3.78764033154966	26.5659427132525	361	2532	13.225
row_63	NC_058079.1	12241274	12246992	5719	2.78020632977792	39.0802587865007	159	2235	16.3
row_64	NC_058079.1	12264043	12272829	8787	5.45123477865031	30.5678843746429	479	2686	22.48
row_65	NC_058079.1	12298962	12305862	6901	4.20228952325753	0	290	0	20.9
row_66	NC_058079.1	12315019	12325027	10009	3.54680787291439	7.34339094814654	355	735	15.6333333333333
row_67	NC_058079.1	13255124	13262698	7575	10.4290429042905	0	790	0	17.4428571428571
row_68	NW_025322615.1	2056110	2070937	14828	0.708119773401673	0	105	0	21.65
row_69	NW_025322619.1	1085999	1094025	8027	0.485860221751588	32.9014575806631	39	2641	20.7
row_7	NC_058067.1	14128407	14136847	8441	2.78403032816018	8.52979504798008	235	720	19.35
row_70	NW_025322619.1	1337052	1343870	6819	0.513271740724446	23.4931808183015	35	1602	19.6
row_71	NW_025322620.1	178376	184506	6131	0.407763823193606	14.1901810471372	25	870	9.2
row_72	NW_025322620.1	307420	315677	8258	0	0	0	0	0
row_73	NW_025322620.1	319183	331006	11824	1.1755751014885	29.7361299052746	139	3516	8.9
row_74	NW_025322620.1	506111	516301	10191	0	6.2408007065058	0	636	0
row_75	NW_025322620.1	583005	590782	7778	0.385703265620982	0	30	0	18.9
row_76	NW_025322620.1	595430	606981	11552	0	0	0	0	0
row_77	NW_025322622.1	861050	869096	8047	0.907170374052443	0	73	0	4.23333333333333
row_78	NW_025322622.1	1086066	1100717	14652	2.77095277095278	10.1829101829101	406	1492	29.9
row_79	NW_025322622.1	1181105	1188921	7817	0.460534731994372	17.5003198157861	36	1368	6.9
row_8	NC_058067.1	14155111	14163931	8821	22.9112345539063	20.337830177985	2021	1794	18.6666666666667
row_80	NW_025322634.1	812075	817987	5913	0.45662100456621	27.7524099441911	27	1641	12.2
row_81	NW_025322635.1	694022	702944	8923	2.77933430460606	0	248	0	18.825
row_82	NW_025322639.1	552725	557583	4859	1.8933937024079	25.3138505865402	92	1230	20
row_83	NW_025322643.1	73	4997	4925	4.1015228426396	0	202	0	28.4
row_84	NW_025322646.1	237284	244003	6720	2.7827380952381	45.7589285714258	187	3075	16.35
row_85	NW_025322648.1	715048	722637	7590	30.5006587615288	51.5019762845805	2315	3909	26.5333333333333
row_86	NW_025322662.1	210008	216803	6796	0	6.40082401412599	0	435	0
row_87	NW_025322662.1	237012	242491	5480	1.35036496350365	0	74	0	16.5
row_88	NW_025322662.1	442436	450981	8546	1.36906154926281	6.49426632342617	117	555	16.6
row_89	NW_025322671.1	302000	313996	11997	2.09218971409519	32.2413936817555	251	3868	17.7333333333333
row_9	NC_058067.1	30302082	30308566	6485	0.38550501156515	0	25	0	9.2
row_90	NW_025322705.1	189004	199026	10023	0.688416641724034	0	69	0	11.55
row_91	NW_025322706.1	12013	20025	8013	21.6772744290533	53.201048296514	1737	4263	23.1
row_92	NW_025322899.1	33044	40027	6984	0	15.3350515463917	0	1071	0
row_93	NW_025322899.1	60237	66025	5789	0.880981171186733	0	51	0	4.5
row_94	NW_025322915.1	32469	40891	8423	2.41006767185089	0	203	0	10.25
row_95	NW_025322924.1	38040	44388	6349	0.441014332965821	0	28	0	16.1
row_96	NW_025322968.1	14175	21835	7661	0.730975068528912	0	56	0	12.6
row_97	NW_025323173.1	83999	89006	5008	1.01837060702875	0	51	0	12.6
