readfile	mapping_type	read_length	count
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	24	69390
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	>24	2555581
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	<21	283176
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	21	100700
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	22	134718
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	23	84590
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	24	193338
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	>24	1117398
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	<21	21599
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	21	5708
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	22	5034
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	23	5505
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	24	5862
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	>24	33042
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	<21	119844
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	21	57763
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	22	98520
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	23	90008
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	24	114341
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	>24	4051235
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	<21	259675
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	21	179949
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	22	317253
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	23	107856
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	24	68792
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	>24	876868
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	<21	734027
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	21	181706
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	22	169158
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	23	251302
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	24	79954
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	>24	3208095
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	<21	502683
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	21	353087
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	22	254068
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	23	134758
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	24	209889
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	>24	796190
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	<21	19083
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	21	4102
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	22	4372
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	23	9613
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	24	5977
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	>24	34454
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	<21	139803
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	21	58695
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	22	77958
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	23	109248
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	24	154060
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	>24	4742367
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	<21	227871
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	21	158179
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	22	319757
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	23	94653
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	24	43437
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	>24	1124239
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	<21	398318
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	21	164701
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	22	104262
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	23	147357
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	24	75201
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	>24	2332959
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	<21	119936
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	21	172412
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	22	66485
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	23	55010
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	24	125543
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	>24	968552
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	<21	19947
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	21	5781
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	22	5238
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	23	8108
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	24	5560
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	>24	42854
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	<21	110241
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	21	55221
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	22	99595
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	23	117590
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	24	155777
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	N	>24	4817171
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	<21	267694
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	21	629903
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	22	357785
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	23	128818
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	24	86462
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	U	>24	1414879
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	<21	764635
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	21	291526
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	22	166130
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	23	353216
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	24	103812
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	P	>24	3096093
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	<21	237609
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	21	1877265
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	22	272915
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	23	153343
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	24	383314
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	R	>24	1242834
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/F-Pmea/output/13.2-Pmea-sRNAseq-ShortStack-31bp-fastp-merged/ShortStack_out/sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged.bam	H	<21	18346
