"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","pi_chrom","pi_start","pi_end","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","prop.sig.genes"
"11","LOC114959002","GO:0071932","replication fork reversal",17,2,0.02,0.00017,"Biological Processes","NW_025322622.1",1181105,1188921,"NW_025322622.1","mRNA",1187591,1188238,"ID=rna-XM_029336885.2;Parent=gene-LOC114959002;Dbxref=GeneID:114959002,Genbank:XM_029336885.2;Name=XM_029336885.2;gbkey=mRNA;gene=LOC114959002;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 60%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase pfh1-like;transcript_id=XM_029336885.2",647,0.117647058823529
"12","LOC114959002","GO:1902983","DNA strand elongation involved in mitotic DNA repli...",3,1,0,0.00339,"Biological Processes","NW_025322622.1",1181105,1188921,"NW_025322622.1","mRNA",1187591,1188238,"ID=rna-XM_029336885.2;Parent=gene-LOC114959002;Dbxref=GeneID:114959002,Genbank:XM_029336885.2;Name=XM_029336885.2;gbkey=mRNA;gene=LOC114959002;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 60%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase pfh1-like;transcript_id=XM_029336885.2",647,0.333333333333333
"13","LOC114959002","GO:1903469","removal of RNA primer involved in mitotic DNA repli...",2,1,0,0.00226,"Biological Processes","NW_025322622.1",1181105,1188921,"NW_025322622.1","mRNA",1187591,1188238,"ID=rna-XM_029336885.2;Parent=gene-LOC114959002;Dbxref=GeneID:114959002,Genbank:XM_029336885.2;Name=XM_029336885.2;gbkey=mRNA;gene=LOC114959002;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 60%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase pfh1-like;transcript_id=XM_029336885.2",647,0.5
"14","LOC114959002","GO:1990426","mitotic recombination-dependent replication fork pr...",19,1,0.02,0.0213,"Biological Processes","NW_025322622.1",1181105,1188921,"NW_025322622.1","mRNA",1187591,1188238,"ID=rna-XM_029336885.2;Parent=gene-LOC114959002;Dbxref=GeneID:114959002,Genbank:XM_029336885.2;Name=XM_029336885.2;gbkey=mRNA;gene=LOC114959002;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 60%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase pfh1-like;transcript_id=XM_029336885.2",647,0.0526315789473684
"15","LOC114961822","GO:0000715","nucleotide-excision repair, DNA damage recognition",1,1,0,0.00113,"Biological Processes","NC_058076.1",1894179,1899982,"NC_058076.1","mRNA",1886532,1905239,"ID=rna-XM_029340673.2;Parent=gene-LOC114961822;Dbxref=GeneID:114961822,Genbank:XM_029340673.2;Name=XM_029340673.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114961822;model_evidence=Supporting evidence includes similarity to: 6 mRNAs%2C 8 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments;product=DNA repair protein complementing XP-A cells homolog;transcript_id=XM_029340673.2",5803,1
"16","LOC114961822","GO:0070914","UV-damage excision repair",27,1,0.03,0.03014,"Biological Processes","NC_058076.1",1894179,1899982,"NC_058076.1","mRNA",1886532,1905239,"ID=rna-XM_029340673.2;Parent=gene-LOC114961822;Dbxref=GeneID:114961822,Genbank:XM_029340673.2;Name=XM_029340673.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114961822;model_evidence=Supporting evidence includes similarity to: 6 mRNAs%2C 8 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments;product=DNA repair protein complementing XP-A cells homolog;transcript_id=XM_029340673.2",5803,0.037037037037037
"17","LOC114961822","GO:1901255","nucleotide-excision repair involved in interstrand ...",2,1,0,0.00226,"Biological Processes","NC_058076.1",1894179,1899982,"NC_058076.1","mRNA",1886532,1905239,"ID=rna-XM_029340673.2;Parent=gene-LOC114961822;Dbxref=GeneID:114961822,Genbank:XM_029340673.2;Name=XM_029340673.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114961822;model_evidence=Supporting evidence includes similarity to: 6 mRNAs%2C 8 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments;product=DNA repair protein complementing XP-A cells homolog;transcript_id=XM_029340673.2",5803,0.5
"18","LOC114962739","GO:0006260","DNA replication",420,7,0.53,0.00437,"Biological Processes","NC_058069.1",26266482,26272980,"NC_058069.1","mRNA",26264526,26265929,"ID=rna-XM_029341779.2;Parent=gene-LOC114962739;Dbxref=GeneID:114962739,Genbank:XM_029341779.2;Name=XM_029341779.2;gbkey=mRNA;gene=LOC114962739;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C and 52%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114962739;transcript_id=XM_029341779.2",-553,0.0166666666666667
"19","LOC114962739","GO:0006281","DNA repair",696,8,0.87,0.00212,"Biological Processes","NC_058069.1",26266482,26272980,"NC_058069.1","mRNA",26264526,26265929,"ID=rna-XM_029341779.2;Parent=gene-LOC114962739;Dbxref=GeneID:114962739,Genbank:XM_029341779.2;Name=XM_029341779.2;gbkey=mRNA;gene=LOC114962739;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C and 52%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114962739;transcript_id=XM_029341779.2",-553,0.0114942528735632
"20","LOC114962739","GO:0006310","DNA recombination",866,9,1.09,0.00013,"Biological Processes","NC_058069.1",26266482,26272980,"NC_058069.1","mRNA",26264526,26265929,"ID=rna-XM_029341779.2;Parent=gene-LOC114962739;Dbxref=GeneID:114962739,Genbank:XM_029341779.2;Name=XM_029341779.2;gbkey=mRNA;gene=LOC114962739;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C and 52%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114962739;transcript_id=XM_029341779.2",-553,0.0103926096997691
"21","LOC114962739","GO:0009432","SOS response",38,1,0.05,0.04217,"Biological Processes","NC_058069.1",26266482,26272980,"NC_058069.1","mRNA",26264526,26265929,"ID=rna-XM_029341779.2;Parent=gene-LOC114962739;Dbxref=GeneID:114962739,Genbank:XM_029341779.2;Name=XM_029341779.2;gbkey=mRNA;gene=LOC114962739;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C and 52%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114962739;transcript_id=XM_029341779.2",-553,0.0263157894736842
"22","LOC114962739","GO:0032508","DNA duplex unwinding",206,7,0.26,1.4e-06,"Biological Processes","NC_058069.1",26266482,26272980,"NC_058069.1","mRNA",26264526,26265929,"ID=rna-XM_029341779.2;Parent=gene-LOC114962739;Dbxref=GeneID:114962739,Genbank:XM_029341779.2;Name=XM_029341779.2;gbkey=mRNA;gene=LOC114962739;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C and 52%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114962739;transcript_id=XM_029341779.2",-553,0.0339805825242718
"23","LOC114965810","GO:0015074","DNA integration",773,9,0.97,1.1e-07,"Biological Processes","NW_025322899.1",60237,66025,"NW_025322899.1","mRNA",48932,49696,"ID=rna-XM_029345528.2;Parent=gene-LOC114965810;Dbxref=GeneID:114965810,Genbank:XM_029345528.2;Name=XM_029345528.2;gbkey=mRNA;gene=LOC114965810;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=uncharacterized protein K02A2.6-like;transcript_id=XM_029345528.2",-10541,0.0116429495472186
"24","LOC114967414","GO:0006355","regulation of DNA-templated transcription",2068,7,2.59,0.00707,"Biological Processes","NC_058066.1",17726050,17734960,"NC_058066.1","mRNA",17729627,17732829,"ID=rna-XM_029347425.2;Parent=gene-LOC114967414;Dbxref=GeneID:114967414,Genbank:XM_029347425.2;Name=XM_029347425.2;gbkey=mRNA;gene=LOC114967414;model_evidence=Supporting evidence includes similarity to: 8 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=zinc finger protein 862-like;transcript_id=XM_029347425.2",3202,0.00338491295938104
"25","LOC114969156","GO:0006310","DNA recombination",866,9,1.09,0.00013,"Biological Processes","NW_025322622.1",1086066,1100717,"NW_025322622.1","mRNA",1098946,1104938,"ID=rna-XM_029349462.2;Parent=gene-LOC114969156;Dbxref=GeneID:114969156,Genbank:XM_029349462.2;Name=XM_029349462.2;gbkey=mRNA;gene=LOC114969156;model_evidence=Supporting evidence includes similarity to: 11 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969156;transcript_id=XM_029349462.2",1771,0.0103926096997691
"26","LOC114969156","GO:0015074","DNA integration",773,9,0.97,1.1e-07,"Biological Processes","NW_025322622.1",1086066,1100717,"NW_025322622.1","mRNA",1098946,1104938,"ID=rna-XM_029349462.2;Parent=gene-LOC114969156;Dbxref=GeneID:114969156,Genbank:XM_029349462.2;Name=XM_029349462.2;gbkey=mRNA;gene=LOC114969156;model_evidence=Supporting evidence includes similarity to: 11 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC114969156;transcript_id=XM_029349462.2",1771,0.0116429495472186
"27","LOC114976781","GO:0015734","taurine transport",34,1,0.04,0.03781,"Biological Processes","NC_058070.1",11273013,11281932,"NC_058070.1","mRNA",11306033,11330282,"ID=rna-XM_029357286.2;Parent=gene-LOC114976781;Dbxref=GeneID:114976781,Genbank:XM_029357286.2;Name=XM_029357286.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114976781;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 57 samples with support for all annotated introns;product=sodium- and chloride-dependent GABA transporter 1-like;transcript_id=XM_029357286.2",-24101,0.0294117647058824
"28","LOC114976781","GO:0015881","creatine transmembrane transport",7,1,0.01,0.0079,"Biological Processes","NC_058070.1",11273013,11281932,"NC_058070.1","mRNA",11306033,11330282,"ID=rna-XM_029357286.2;Parent=gene-LOC114976781;Dbxref=GeneID:114976781,Genbank:XM_029357286.2;Name=XM_029357286.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114976781;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 57 samples with support for all annotated introns;product=sodium- and chloride-dependent GABA transporter 1-like;transcript_id=XM_029357286.2",-24101,0.142857142857143
"29","LOC114976781","GO:0051939","gamma-aminobutyric acid import",22,1,0.03,0.02463,"Biological Processes","NC_058070.1",11273013,11281932,"NC_058070.1","mRNA",11306033,11330282,"ID=rna-XM_029357286.2;Parent=gene-LOC114976781;Dbxref=GeneID:114976781,Genbank:XM_029357286.2;Name=XM_029357286.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114976781;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 57 samples with support for all annotated introns;product=sodium- and chloride-dependent GABA transporter 1-like;transcript_id=XM_029357286.2",-24101,0.0454545454545455
"30","LOC114976781","GO:0089718","amino acid import across plasma membrane",35,1,0.04,0.0389,"Biological Processes","NC_058070.1",11273013,11281932,"NC_058070.1","mRNA",11306033,11330282,"ID=rna-XM_029357286.2;Parent=gene-LOC114976781;Dbxref=GeneID:114976781,Genbank:XM_029357286.2;Name=XM_029357286.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114976781;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 57 samples with support for all annotated introns;product=sodium- and chloride-dependent GABA transporter 1-like;transcript_id=XM_029357286.2",-24101,0.0285714285714286
"31","LOC122947278","GO:0023019","signal transduction involved in regulation of gene ...",22,1,0.03,0.02463,"Biological Processes","NC_058079.1",10942018,10952991,"NC_058079.1","mRNA",10946598,10953476,"ID=rna-XM_044307929.1;Parent=gene-LOC122947278;Dbxref=GeneID:122947278,Genbank:XM_044307929.1;Name=XM_044307929.1;gbkey=mRNA;gene=LOC122947278;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 61%25 coverage of the annotated genomic feature by RNAseq alignments;product=TNF receptor-associated factor 5-like;transcript_id=XM_044307929.1",6393,0.0454545454545455
"32","LOC122947278","GO:0097400","interleukin-17-mediated signaling pathway",31,1,0.04,0.03453,"Biological Processes","NC_058079.1",10942018,10952991,"NC_058079.1","mRNA",10946598,10953476,"ID=rna-XM_044307929.1;Parent=gene-LOC122947278;Dbxref=GeneID:122947278,Genbank:XM_044307929.1;Name=XM_044307929.1;gbkey=mRNA;gene=LOC122947278;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 61%25 coverage of the annotated genomic feature by RNAseq alignments;product=TNF receptor-associated factor 5-like;transcript_id=XM_044307929.1",6393,0.032258064516129
"33","LOC114962268","GO:0008582","regulation of synaptic assembly at neuromuscular ju...",36,1,0.05,0.03999,"Biological Processes","NC_058079.1",11855494,11867962,"NC_058079.1","mRNA",11826188,11839399,"ID=rna-XM_044308351.1;Parent=gene-LOC114962268;Dbxref=GeneID:114962268,Genbank:XM_044308351.1;Name=XM_044308351.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114962268;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 1 EST%2C 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=muscle%2C skeletal receptor tyrosine protein kinase-like;transcript_id=XM_044308351.1",-16095,0.0277777777777778
"34","LOC114962268","GO:0071340","skeletal muscle acetylcholine-gated channel cluster...",11,1,0.01,0.01239,"Biological Processes","NC_058079.1",11855494,11867962,"NC_058079.1","mRNA",11826188,11839399,"ID=rna-XM_044308351.1;Parent=gene-LOC114962268;Dbxref=GeneID:114962268,Genbank:XM_044308351.1;Name=XM_044308351.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114962268;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 1 EST%2C 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=muscle%2C skeletal receptor tyrosine protein kinase-like;transcript_id=XM_044308351.1",-16095,0.0909090909090909
"35","LOC114962268","GO:2000541","positive regulation of protein geranylgeranylation",4,1,0.01,0.00452,"Biological Processes","NC_058079.1",11855494,11867962,"NC_058079.1","mRNA",11826188,11839399,"ID=rna-XM_044308351.1;Parent=gene-LOC114962268;Dbxref=GeneID:114962268,Genbank:XM_044308351.1;Name=XM_044308351.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114962268;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 1 EST%2C 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 93 samples with support for all annotated introns;product=muscle%2C skeletal receptor tyrosine protein kinase-like;transcript_id=XM_044308351.1",-16095,0.25
"36","LOC114968804","GO:0000723","telomere maintenance",201,5,0.25,8e-06,"Biological Processes","NW_025322619.1",1085999,1094025,"NW_025322619.1","mRNA",1088815,1092182,"ID=rna-XM_044309359.1;Parent=gene-LOC114968804;Dbxref=GeneID:114968804,Genbank:XM_044309359.1;Name=XM_044309359.1;gbkey=mRNA;gene=LOC114968804;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=probable ATP-dependent DNA helicase RecS%2C transcript variant X2;transcript_id=XM_044309359.1",3367,0.0248756218905473
"37","LOC114968804","GO:0000724","double-strand break repair via homologous recombina...",256,3,0.32,0.00297,"Biological Processes","NW_025322619.1",1085999,1094025,"NW_025322619.1","mRNA",1088815,1092182,"ID=rna-XM_044309359.1;Parent=gene-LOC114968804;Dbxref=GeneID:114968804,Genbank:XM_044309359.1;Name=XM_044309359.1;gbkey=mRNA;gene=LOC114968804;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=probable ATP-dependent DNA helicase RecS%2C transcript variant X2;transcript_id=XM_044309359.1",3367,0.01171875
"38","LOC114968804","GO:0006268","DNA unwinding involved in DNA replication",123,3,0.15,0.00036,"Biological Processes","NW_025322619.1",1085999,1094025,"NW_025322619.1","mRNA",1088815,1092182,"ID=rna-XM_044309359.1;Parent=gene-LOC114968804;Dbxref=GeneID:114968804,Genbank:XM_044309359.1;Name=XM_044309359.1;gbkey=mRNA;gene=LOC114968804;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=probable ATP-dependent DNA helicase RecS%2C transcript variant X2;transcript_id=XM_044309359.1",3367,0.024390243902439
"39","LOC114968804","GO:0044806","G-quadruplex DNA unwinding",86,4,0.11,2.6e-06,"Biological Processes","NW_025322619.1",1085999,1094025,"NW_025322619.1","mRNA",1088815,1092182,"ID=rna-XM_044309359.1;Parent=gene-LOC114968804;Dbxref=GeneID:114968804,Genbank:XM_044309359.1;Name=XM_044309359.1;gbkey=mRNA;gene=LOC114968804;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=probable ATP-dependent DNA helicase RecS%2C transcript variant X2;transcript_id=XM_044309359.1",3367,0.0465116279069767
"40","LOC122949366","GO:0000723","telomere maintenance",201,5,0.25,8e-06,"Biological Processes","NW_025322620.1",506111,516301,"NW_025322620.1","mRNA",509344,510594,"ID=rna-XM_044309480.1;Parent=gene-LOC122949366;Dbxref=GeneID:122949366,Genbank:XM_044309480.1;Name=XM_044309480.1;gbkey=mRNA;gene=LOC122949366;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 53 samples with support for all annotated introns;product=ATP-dependent DNA helicase RecQ-like;transcript_id=XM_044309480.1",1250,0.0248756218905473
"41","LOC122949366","GO:0000724","double-strand break repair via homologous recombina...",256,3,0.32,0.00297,"Biological Processes","NW_025322620.1",506111,516301,"NW_025322620.1","mRNA",509344,510594,"ID=rna-XM_044309480.1;Parent=gene-LOC122949366;Dbxref=GeneID:122949366,Genbank:XM_044309480.1;Name=XM_044309480.1;gbkey=mRNA;gene=LOC122949366;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 53 samples with support for all annotated introns;product=ATP-dependent DNA helicase RecQ-like;transcript_id=XM_044309480.1",1250,0.01171875
"42","LOC122949366","GO:0006268","DNA unwinding involved in DNA replication",123,3,0.15,0.00036,"Biological Processes","NW_025322620.1",506111,516301,"NW_025322620.1","mRNA",509344,510594,"ID=rna-XM_044309480.1;Parent=gene-LOC122949366;Dbxref=GeneID:122949366,Genbank:XM_044309480.1;Name=XM_044309480.1;gbkey=mRNA;gene=LOC122949366;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 53 samples with support for all annotated introns;product=ATP-dependent DNA helicase RecQ-like;transcript_id=XM_044309480.1",1250,0.024390243902439
"43","LOC122949366","GO:0044806","G-quadruplex DNA unwinding",86,4,0.11,2.6e-06,"Biological Processes","NW_025322620.1",506111,516301,"NW_025322620.1","mRNA",509344,510594,"ID=rna-XM_044309480.1;Parent=gene-LOC122949366;Dbxref=GeneID:122949366,Genbank:XM_044309480.1;Name=XM_044309480.1;gbkey=mRNA;gene=LOC122949366;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 53 samples with support for all annotated introns;product=ATP-dependent DNA helicase RecQ-like;transcript_id=XM_044309480.1",1250,0.0465116279069767
"44","LOC114967789","GO:0000724","double-strand break repair via homologous recombina...",256,3,0.32,0.00297,"Biological Processes","NW_025322620.1",178376,184506,"NW_025322620.1","mRNA",180442,182029,"ID=rna-XM_044309487.1;Parent=gene-LOC114967789;Dbxref=GeneID:114967789,Genbank:XM_044309487.1;Name=XM_044309487.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC114967789;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 84%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase Q1-like;transcript_id=XM_044309487.1",1587,0.01171875
"45","LOC114967789","GO:0006268","DNA unwinding involved in DNA replication",123,3,0.15,0.00036,"Biological Processes","NW_025322620.1",178376,184506,"NW_025322620.1","mRNA",180442,182029,"ID=rna-XM_044309487.1;Parent=gene-LOC114967789;Dbxref=GeneID:114967789,Genbank:XM_044309487.1;Name=XM_044309487.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC114967789;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 84%25 coverage of the annotated genomic feature by RNAseq alignments;product=ATP-dependent DNA helicase Q1-like;transcript_id=XM_044309487.1",1587,0.024390243902439
