Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058066.1:4385982-4386410	Cluster_145	N	53	77	24	43	63
NC_058066.1:4395132-4395582	Cluster_146	N	68	19	0	273	0
NC_058066.1:4397148-4397587	Cluster_147	N	395	11	9	50	5
NC_058066.1:4397609-4398038	Cluster_148	N	166	1	1	2	4
NC_058066.1:4415936-4416362	Cluster_149	N	127	94	9	4	3
NC_058066.1:4416381-4416967	Cluster_150	N	146	0	91	1	66
NC_058066.1:4423092-4423522	Cluster_151	N	115	1	8	6	260
NC_058066.1:4423775-4424562	Cluster_152	N	1136	237	24	19	2245
NC_058066.1:4424580-4425010	Cluster_153	N	254	8	2	8	62
NC_058066.1:4426470-4427070	Cluster_154	N	37	419	29	8	320
NC_058066.1:4428953-4429396	Cluster_155	N	0	0	22	237	0
NC_058066.1:4436786-4437215	Cluster_156	N	4	117	0	0	59
NC_058066.1:4438120-4438548	Cluster_157	N	70	58	109	19	93
NC_058066.1:4441841-4442696	Cluster_158	N	79	29	3282	19	39
NC_058066.1:4465253-4465890	Cluster_159	N	302	96	62	64	44
NC_058066.1:4466081-4466510	Cluster_160	N	29	245	17	312	24
NC_058066.1:4466827-4467259	Cluster_161	N	2	0	2	1	783
NC_058066.1:4471991-4472693	Cluster_162	N	0	29	577	1	20
NC_058066.1:4483124-4483549	Cluster_163	N	24	15	6	64	28
NC_058066.1:4486012-4486591	Cluster_164	N	1880	2973	3506	5502	768
NC_058066.1:4487541-4487966	Cluster_165	N	13	6	15	116	13
NC_058066.1:4488258-4488857	Cluster_166	N	1	338	103	48	6
NC_058066.1:4506698-4507124	Cluster_167	N	0	172	1	22	35
NC_058066.1:4508672-4509818	Cluster_168	N	7	1828	218	1148	961
NC_058066.1:4510580-4511216	Cluster_169	N	1	1775	14	232	365
NC_058066.1:4516632-4517208	Cluster_170	N	17	9	103	160	3
NC_058066.1:4517237-4518631	Cluster_171	N	82	4336	4472	2308	377
NC_058066.1:4522465-4522881	Cluster_172	N	18	19	46	51	16
NC_058066.1:4526737-4527164	Cluster_173	N	43	87	100	18	13
NC_058066.1:4527351-4527779	Cluster_174	N	2	189	5	129	77
NC_058066.1:4529111-4529538	Cluster_175	N	4	70	19	168	2
NC_058066.1:4531090-4531633	Cluster_176	N	203	175	29	283	144
NC_058066.1:4542604-4543029	Cluster_177	N	38	23	45	11	21
NC_058066.1:4562931-4563361	Cluster_178	N	53	40	11	6	272
NC_058066.1:4570207-4570655	Cluster_179	N	6	10	8	3	1473
NC_058066.1:4571239-4571801	Cluster_180	N	0	1	1	1	913
NC_058066.1:4591107-4591717	Cluster_181	N	375	244	694	883	413
NC_058066.1:5088459-5088888	Cluster_182	N	22	0	159	16	18
NC_058066.1:5097314-5097723	Cluster_183	N	75	0	5	18	0
NC_058066.1:5099329-5100112	Cluster_184	N	72	723	81	383	14
NC_058066.1:5100309-5100838	Cluster_185	N	57	112	125	52	1
NC_058066.1:5118657-5119089	Cluster_186	N	610	85	329	184	38
NC_058066.1:5142156-5142576	Cluster_187	N	0	178	13	0	8
NC_058066.1:5224792-5225215	Cluster_188	N	29	102	603	6	17
NC_058066.1:5240409-5240844	Cluster_189	N	185	424	739	418	904
NC_058066.1:5264708-5265125	Cluster_190	N	55	88	78	24	16
NC_058066.1:5314740-5315199	Cluster_191	N	142	48	59	26	206
NC_058066.1:5332228-5332691	Cluster_192	N	457	537	188	344	250
NC_058066.1:5341379-5341795	Cluster_193	N	49	51	13	33	65
NC_058066.1:5604608-5605031	Cluster_194	N	2	99	3	3	2
NC_058066.1:5703640-5704069	Cluster_195	N	5	8	12	430	9
NC_058066.1:5704323-5704754	Cluster_196	N	28	235	48	22	45
NC_058066.1:5705938-5706376	Cluster_197	N	64	45	19	72	132
NC_058066.1:5796488-5796916	Cluster_198	N	152	717	2	218	0
NC_058066.1:5844885-5845313	Cluster_199	N	10	196	73	13	0
NC_058066.1:5905312-5905827	Cluster_200	N	82	65	41	20	11
NC_058066.1:5955136-5955564	Cluster_201	N	156	0	2	0	0
NC_058066.1:6116958-6117387	Cluster_202	N	0	2	179	0	69
NC_058066.1:6219284-6219712	Cluster_203	N	481	0	1	0	158
NC_058066.1:6261806-6262258	Cluster_204	N	127	152	0	11	184
NC_058066.1:6307573-6308288	Cluster_205	N	169	199	158	154	124
NC_058066.1:6314126-6314552	Cluster_206	N	17	49	49	33	33
NC_058066.1:6332539-6332971	Cluster_207	N	93	74	66	32	19
NC_058066.1:6342434-6343313	Cluster_208	N	408	2	40	6	7
NC_058066.1:6352776-6353207	Cluster_209	N	5	2	1	579	23
NC_058066.1:6363187-6363614	Cluster_210	N	36	4	336	7	6
NC_058066.1:6392841-6393257	Cluster_211	N	57	60	1	14	53
NC_058066.1:6417595-6418138	Cluster_212	N	937	1075	25	7	0
NC_058066.1:6418159-6418840	Cluster_213	N	5465	4986	893	508	2
NC_058066.1:6425690-6426090	Cluster_214	N	23	101	9	5	15
NC_058066.1:6443917-6444346	Cluster_215	N	204	244	3	2	4
NC_058066.1:6529311-6530683	Cluster_216	N	17	1217	16	21	5
NC_058066.1:6557606-6558150	Cluster_217	N	137	238	189	338	173
NC_058066.1:6589407-6589835	Cluster_218	N	19	70	42	63	91
NC_058066.1:6681986-6682414	Cluster_219	N	200	6	3	5	4
NC_058066.1:6859387-6859816	Cluster_220	N	38	0	0	0	460
NC_058066.1:6874424-6874853	Cluster_221	N	9	119	1	21	4
NC_058066.1:6928504-6928934	Cluster_222	N	38	343	618	138	394
NC_058066.1:6972447-6972863	Cluster_223	N	0	0	510	0	0
NC_058066.1:7198629-7199053	Cluster_224	N	83	0	8	0	4
NC_058066.1:7210451-7211097	Cluster_225	N	205	2	21	248	0
NC_058066.1:7240509-7240939	Cluster_226	N	9	3	6	2	120
NC_058066.1:7514685-7515162	Cluster_227	N	156	80	70	275	664
NC_058066.1:7519887-7520317	Cluster_228	N	105	33	151	97	423
NC_058066.1:7530913-7531343	Cluster_229	N	12	387	163	214	11
NC_058066.1:7532232-7532659	Cluster_230	N	66	57	33	47	11
NC_058066.1:7563377-7563797	Cluster_231	N	18	52	37	5	13
NC_058066.1:7600171-7601862	Cluster_232	N	1353	822	754	1405	1019
NC_058066.1:7602747-7603218	Cluster_233	N	158	42	11	0	321
NC_058066.1:7654651-7655079	Cluster_234	N	3	59	14	242	139
NC_058066.1:7656764-7657191	Cluster_235	N	1	0	144	1	0
NC_058066.1:7694380-7694806	Cluster_236	N	119	3	1	0	29
NC_058066.1:7714668-7715197	Cluster_237	N	0	583	117	77	0
NC_058066.1:7730071-7730508	Cluster_238	N	301	2	69	353	21
NC_058066.1:7731217-7731737	Cluster_239	N	17	63	95	26	217
NC_058066.1:7732564-7733490	Cluster_240	N	580	322	137	106	58
NC_058066.1:7793600-7794029	Cluster_241	N	1	209	3	1	0
NC_058066.1:7802726-7803147	Cluster_242	N	54	1	36	7	21
NC_058066.1:7875994-7876421	Cluster_243	N	0	0	0	0	176
NC_058066.1:7943787-7944206	Cluster_244	N	24	129	33	3	15
NC_058066.1:8171302-8171732	Cluster_245	N	251	4	263	3	24
NC_058066.1:8195271-8196320	Cluster_246	N	507	165	191	83	3
NC_058066.1:8310289-8310822	Cluster_247	N	12	182	173	33	105
NC_058066.1:8313705-8314114	Cluster_248	N	2	0	33	50	89
NC_058066.1:8319128-8319555	Cluster_249	N	0	0	34	124	0
NC_058066.1:8331008-8331437	Cluster_250	N	0	174	0	4	0
NC_058066.1:8458714-8459222	Cluster_251	N	33	436	1087	19	13
NC_058066.1:8498040-8498487	Cluster_252	N	3	74	376	140	1
NC_058066.1:8640520-8640948	Cluster_253	N	0	23	0	114	70
NC_058066.1:8850237-8850664	Cluster_254	N	6	100	21	0	0
NC_058066.1:8905083-8905484	Cluster_255	N	3	6	58	8	24
NC_058066.1:8943975-8944389	Cluster_256	N	3	6	11	13	92
NC_058066.1:9239420-9239836	Cluster_257	N	0	39	95	0	16
NC_058066.1:9249747-9250187	Cluster_258	N	2	48	5181	3	455
NC_058066.1:9320629-9321068	Cluster_259	N	109	130	102	70	112
NC_058066.1:9344067-9344497	Cluster_260	N	0	99	25	0	6
NC_058066.1:9355908-9356336	Cluster_261	N	113	0	2	2	2
NC_058066.1:9356980-9357397	Cluster_262	N	350	0	0	0	1
NC_058066.1:9373667-9374096	Cluster_263	N	91	8	124	3	32
NC_058066.1:9402467-9402894	Cluster_264	N	6	225	1	0	1
NC_058066.1:9411531-9411977	Cluster_265	N	3	114	194	340	17
NC_058066.1:9412472-9412881	Cluster_266	N	1	86	53	27	10
NC_058066.1:9413116-9413846	Cluster_267	N	1	261	237	187	108
NC_058066.1:9414210-9414781	Cluster_268	N	3	119	143	880	19
NC_058066.1:9415436-9416057	Cluster_269	N	3	915	363	10	17
NC_058066.1:9423076-9423522	Cluster_270	N	1	110	222	358	20
NC_058066.1:9424017-9424419	Cluster_271	N	0	101	52	30	18
NC_058066.1:9424646-9425390	Cluster_272	N	0	266	261	207	118
NC_058066.1:9425756-9426307	Cluster_273	N	1	127	152	66	29
NC_058066.1:9426310-9426794	Cluster_274	N	1	357	145	11	47
NC_058066.1:9426977-9427751	Cluster_275	N	4	964	416	8	22
NC_058066.1:9431462-9431879	Cluster_276	N	65	72	108	112	187
NC_058066.1:9441135-9441662	Cluster_277	N	259	99	238	0	1
NC_058066.1:9470217-9470646	Cluster_278	N	77	4	101	0	25
NC_058066.1:9482225-9482739	Cluster_279	N	21	3	0	761	4
NC_058066.1:9483107-9483533	Cluster_280	N	200	0	0	0	0
NC_058066.1:9486847-9487271	Cluster_281	N	103	1	2	0	2
NC_058066.1:9510852-9511290	Cluster_282	N	247	186	0	0	60
NC_058066.1:9512883-9513320	Cluster_283	N	110	19	1063	0	59
NC_058066.1:9519078-9519517	Cluster_284	N	89	140	93	60	86
NC_058066.1:9750609-9751032	Cluster_285	N	11	12	0	0	65
NC_058066.1:10190369-10190782	Cluster_286	N	14	9	23	15	47
NC_058066.1:10213461-10213879	Cluster_287	N	1	1	1	14	170
NC_058066.1:10357121-10357537	Cluster_288	N	100	403	311	0	207
NC_058066.1:10491281-10491798	Cluster_289	N	11	1253	35	733	623
NC_058066.1:10513300-10513719	Cluster_290	N	30	0	1	244	1
NC_058066.1:10578372-10578801	Cluster_291	N	11	5	240	8	6
NC_058066.1:10595555-10596460	Cluster_292	N	275	488	497	590	362
NC_058066.1:10620700-10621117	Cluster_293	N	13	57	69	117	0
NC_058066.1:10849134-10849563	Cluster_294	N	3	17	1305	14	17
NC_058066.1:10865783-10866252	Cluster_295	N	113	81	161	56	111
NC_058066.1:10866399-10866816	Cluster_296	N	27	22	49	17	19
NC_058066.1:10890744-10891171	Cluster_297	N	17	36	259	32	24
NC_058066.1:10915026-10915452	Cluster_298	N	57	2	37	54	0
NC_058066.1:11055992-11056421	Cluster_299	N	36	14697	36	140	4249
NC_058066.1:11129704-11130455	Cluster_300	N	154	670	556	84	10
NC_058066.1:11201125-11202024	Cluster_301	N	6	1900	5895	10	2374
NC_058066.1:11205169-11205591	Cluster_302	N	9	27	34	29	121
NC_058066.1:11326710-11327138	Cluster_303	N	0	425	198	238	133
NC_058066.1:11363689-11364116	Cluster_304	N	0	75	105	0	0
NC_058066.1:11435738-11436245	Cluster_305	N	415	100	20	162	2
NC_058066.1:11455898-11456327	Cluster_306	N	1	5	131	23	0
NC_058066.1:11614052-11614854	Cluster_307	N	981	2	1	44	20
NC_058066.1:11708688-11709221	Cluster_308	N	57	5821	3701	105	4345
NC_058066.1:11901595-11902339	Cluster_309	N	126	30	402	247	54
NC_058066.1:11910958-11911943	Cluster_310	N	525	17	1148	2	5
NC_058066.1:11912392-11913103	Cluster_311	N	762	15	1265	6	9
NC_058066.1:11914910-11915344	Cluster_312	N	321	9	422	0	86
NC_058066.1:11938207-11938635	Cluster_313	N	1	0	0	180	0
NC_058066.1:12087833-12088263	Cluster_314	N	16	56	383	1	6
NC_058066.1:12276665-12277093	Cluster_315	N	175	23	78	92	53
NC_058066.1:12314770-12315199	Cluster_316	N	0	0	108	0	24
NC_058066.1:12369058-12369482	Cluster_317	N	2	0	1	85	0
NC_058066.1:12370246-12370855	Cluster_318	N	42	1857	822	5115	510
NC_058066.1:12681649-12682074	Cluster_319	N	0	81	11	0	39
NC_058066.1:12706010-12706440	Cluster_320	N	5	1	10	1513	151
NC_058066.1:12729722-12730222	Cluster_321	N	0	1	2	2	535
NC_058066.1:12735217-12735660	Cluster_322	N	742	25	153	65	15
NC_058066.1:12757125-12757218	Cluster_323	Y	1	965	1500	0	5784
NC_058066.1:12815176-12815590	Cluster_324	N	67	0	3	17	12
NC_058066.1:12875494-12875923	Cluster_325	N	212	25	14	14	0
NC_058066.1:12908625-12909040	Cluster_326	N	0	0	14	1	88
NC_058066.1:12942952-12943789	Cluster_327	N	12	508	15	336	884
NC_058066.1:12943942-12944610	Cluster_328	N	1	95	0	57	560
NC_058066.1:12944828-12945862	Cluster_329	N	29	373	6	309	583
NC_058066.1:12945984-12946401	Cluster_330	N	3	79	4	57	20
NC_058066.1:12972144-12972633	Cluster_331	N	4317	7130	18263	2116	1611
NC_058066.1:13025923-13026353	Cluster_332	N	110	0	76	149	92
NC_058066.1:13035798-13036220	Cluster_333	N	51	8	1	0	25
NC_058066.1:13036269-13036699	Cluster_334	N	92	210	82	92	41
NC_058066.1:13128148-13128573	Cluster_335	N	0	2	389	18	122
NC_058066.1:13218673-13219102	Cluster_336	N	109	137	108	107	14
NC_058066.1:13401084-13403037	Cluster_337	N	47	3271	26	5	12
NC_058066.1:13434490-13435162	Cluster_338	N	15	207	0	131	71
NC_058066.1:13446834-13447261	Cluster_339	N	59	158	133	3	220
NC_058066.1:13572126-13572554	Cluster_340	N	18	33	34	91	75
NC_058066.1:13688302-13688729	Cluster_341	N	47	51	8	9	15
NC_058066.1:13838095-13838524	Cluster_342	N	4	18	10	7	145
NC_058066.1:14063944-14064363	Cluster_343	N	13	9	18	8	49
NC_058066.1:14073714-14075815	Cluster_344	N	696	525	555	42	54
NC_058066.1:14078616-14079155	Cluster_345	N	78	269	1	240	13
NC_058066.1:14341477-14341904	Cluster_346	N	41	156	0	0	6
NC_058066.1:14401643-14402074	Cluster_347	N	84	0	0	43	324
NC_058066.1:14416364-14416780	Cluster_348	N	0	0	199	0	0
NC_058066.1:14427184-14427601	Cluster_349	N	14	13	143	0	9
NC_058066.1:14463895-14464343	Cluster_350	N	77	71	1	465	44
NC_058066.1:14515544-14515959	Cluster_351	N	10	8	60	1	26
NC_058066.1:14591498-14591912	Cluster_352	N	40	17	132	122	1
NC_058066.1:14595260-14595689	Cluster_353	N	50	0	124	3	0
NC_058066.1:14618660-14619453	Cluster_354	N	3	322	1062	5	30
NC_058066.1:14619499-14621305	Cluster_355	N	3	1507	3700	29	21
NC_058066.1:14626228-14626650	Cluster_356	N	73	7	0	1	42
NC_058066.1:14629624-14630418	Cluster_357	N	1368	1210	74	3	14
NC_058066.1:14630968-14632040	Cluster_358	N	0	603	6189	5	2
NC_058066.1:14773924-14774349	Cluster_359	N	7	5	64	55	53
NC_058066.1:14833954-14834363	Cluster_360	N	42	112	37	2	20
NC_058066.1:14985542-14985968	Cluster_361	N	5	48	21	68	8
NC_058066.1:15046023-15046452	Cluster_362	N	6	1	395	33	1
NC_058066.1:15052783-15053205	Cluster_363	N	0	114	0	0	0
NC_058066.1:15064597-15065012	Cluster_364	N	10	108	25	36	21
NC_058066.1:15150698-15151275	Cluster_365	N	231	344	402	98	516
NC_058066.1:15153400-15153917	Cluster_366	N	237	752	1081	836	2094
NC_058066.1:15288771-15289189	Cluster_367	N	1283	1631	428	1019	13
NC_058066.1:15291682-15292272	Cluster_368	N	442	186	516	160	0
NC_058066.1:15308748-15309162	Cluster_369	N	0	59	1	27	3
NC_058066.1:15502314-15502730	Cluster_370	N	4	53	39	180	6
NC_058066.1:15503231-15503656	Cluster_371	N	13	78	0	31	22
NC_058066.1:15504762-15505258	Cluster_372	N	13	20	59	1736	0
NC_058066.1:15520732-15521148	Cluster_373	N	14	16	71	11	21
NC_058066.1:15644125-15644540	Cluster_374	N	39	10	15	26	4
NC_058066.1:15670579-15671008	Cluster_375	N	90	113	0	0	51
NC_058066.1:15854619-15855047	Cluster_376	N	0	1	0	2	144
NC_058066.1:15899866-15900306	Cluster_377	N	0	39	27	0	1143
NC_058066.1:15961743-15962160	Cluster_378	N	34	62	35	8	8
NC_058066.1:16516197-16516625	Cluster_379	N	0	1	2	0	259
NC_058066.1:16609532-16609948	Cluster_380	N	72	66	11	1	46
NC_058066.1:16728518-16728926	Cluster_381	N	136	38	18	46	2
NC_058066.1:16729252-16730238	Cluster_382	N	588	11	17	1510	3
NC_058066.1:16734584-16735014	Cluster_383	N	24	1659	0	0	10
