row_id	pic_chr	pic_beg	pic_end	pic_len	TEshare	CDSshare	TEbp_per_pic	CDSbp_per_pic	TEdiv_per_pic
row_34	Porites_evermani_scaffold_185	302093	311026	8934	2.84307141258115	0	254	0	11.4666666666667
row_35	Porites_evermani_scaffold_209	138010	146332	8323	2.82350114141535	0	235	0	12.1
row_36	Porites_evermani_scaffold_249	227022	234974	7953	0	0	0	0	0
row_37	Porites_evermani_scaffold_265	83801	85518	1718	20.721769499418	0	356	0	30.5
row_38	Porites_evermani_scaffold_268	300791	309679	8889	0	0	0	0	0
row_39	Porites_evermani_scaffold_292	227055	236958	9904	0	0	0	0	0
row_4	Porites_evermani_scaffold_3	1351081	1357977	6897	40.5973611715253	0	2800	0	24.3
row_40	Porites_evermani_scaffold_358	173044	180526	7483	32.1662434852323	0	2407	0	33.7
row_41	Porites_evermani_scaffold_370	80726	85736	5011	0.618638994212732	0	31	0	14.2
row_42	Porites_evermani_scaffold_407	101133	109838	8706	0.608775557087066	0	53	0	24.3
row_43	Porites_evermani_scaffold_443	15058	19072	4015	12.3287671232877	0	495	0	29.5
row_44	Porites_evermani_scaffold_446	23882	29893	6012	1.09780439121756	0	66	0	1.5
row_45	Porites_evermani_scaffold_446	93093	101815	8723	0.768084374641752	0	67	0	5.3
row_46	Porites_evermani_scaffold_480	88	7944	7857	1.18365788468881	0	93	0	11.6333333333333
row_47	Porites_evermani_scaffold_547	95101	104021	8921	0	0	0	0	0
row_48	Porites_evermani_scaffold_547	107331	117916	10586	0.434536179860192	0	46	0	15.8
row_49	Porites_evermani_scaffold_547	171024	179939	8916	0	0	0	0	0
row_5	Porites_evermani_scaffold_3	1415134	1422731	7598	1.43458804948671	0	109	0	10.1333333333333
row_50	Porites_evermani_scaffold_564	133134	141938	8805	0.817717206132879	0	72	0	11.45
row_51	Porites_evermani_scaffold_606	136314	144965	8652	4.99306518723991	0	432	0	21.9166666666667
row_52	Porites_evermani_scaffold_606	146166	155027	8862	2.44865718799367	0	217	0	7.42
row_53	Porites_evermani_scaffold_606	174002	183975	9974	0.531381592139563	0	53	0	28.1
row_54	Porites_evermani_scaffold_732	94841	102334	7494	0	0	0	0	0
row_55	Porites_evermani_scaffold_749	166271	170809	4539	0.616875963868693	0	28	0	11.6
row_56	Porites_evermani_scaffold_788	172143	174473	2331	0	0	0	0	0
row_57	Porites_evermani_scaffold_809	95030	102954	7925	7.04100946372236	0	558	0	26.85
row_58	Porites_evermani_scaffold_824	26201	38969	12769	2.0831701777743	0	266	0	18.8666666666667
row_59	Porites_evermani_scaffold_829	20204	28897	8694	0.954681389463997	0	83	0	7.85
row_6	Porites_evermani_scaffold_11	949228	957791	8564	3.92340028024289	0	336	0	17.475
row_60	Porites_evermani_scaffold_829	94094	102984	8891	5.20751321561131	0	463	0	18.68
row_61	Porites_evermani_scaffold_840	59236	67992	8757	0.730843896311522	0	64	0	14.4
row_62	Porites_evermani_scaffold_873	95797	101848	6052	0.396563119629874	0	24	0	8.8
row_63	Porites_evermani_scaffold_957	3512	8531	5020	5.15936254980079	0	259	0	16.55
row_64	Porites_evermani_scaffold_1011	75258	81284	6027	0.746640119462419	0	45	0	10.4
row_65	Porites_evermani_scaffold_1024	29005	37949	8945	2.53773057574063	0	227	0	16.975
row_66	Porites_evermani_scaffold_1024	62014	77762	15749	1.76519144072641	0	278	0	12.9
row_67	Porites_evermani_scaffold_1039	100180	113926	13747	1.02567832981742	0	141	0	16.5
row_68	Porites_evermani_scaffold_1234	27344	39956	12613	2.53706493300564	0	320	0	24.55
row_69	Porites_evermani_scaffold_1246	28157	37001	8845	2.215941209723	0	196	0	17.7
row_7	Porites_evermani_scaffold_40	420234	428017	7784	28.1731757451172	0	2193	0	32.075
row_70	Porites_evermani_scaffold_1323	11000	19002	8003	0.474821941771835	0	38	0	24.7
row_71	Porites_evermani_scaffold_1349	35044	46968	11925	1.35010482180293	0	161	0	23.3
row_72	Porites_evermani_scaffold_1357	44019	52953	8935	0.447677672076105	0	40	0	15
row_73	Porites_evermani_scaffold_1391	22532	25868	3337	0	0	0	0	0
row_74	Porites_evermani_scaffold_1417	59120	65893	6774	2.02243873634484	0	137	0	11.9666666666667
row_75	Porites_evermani_scaffold_1546	74023	91008	16986	0.694689744495467	0	118	0	17.25
row_76	Porites_evermani_scaffold_1563	25020	33887	8868	3.25890843482182	0	289	0	20.075
row_77	Porites_evermani_scaffold_1598	7683	11175	3493	0	0	0	0	0
row_78	Porites_evermani_scaffold_1602	23027	34437	11411	2.31355709403206	0	264	0	27.3
row_79	Porites_evermani_scaffold_1632	23071	25009	1939	3.66168127900979	0	71	0	11.45
row_8	Porites_evermani_scaffold_53	508011	520458	12448	0.200835475578406	0	25	0	13.1
row_80	Porites_evermani_scaffold_1663	46041	54928	8888	1.9126912691269	0	170	0	6.5
row_81	Porites_evermani_scaffold_1787	21124	32986	11863	0.328753266458737	0	39	0	19.4
row_82	Porites_evermani_scaffold_1907	53154	60142	6989	1.13034768922593	0	79	0	19.2
row_83	Porites_evermani_scaffold_1940	26089	32606	6518	0.874501380791653	0	57	0	0
row_84	Porites_evermani_scaffold_1997	65437	70388	4952	0	0	0	0	0
row_85	Porites_evermani_scaffold_2041	40059	49012	8954	3.31695331695333	0	297	0	21.72
row_86	Porites_evermani_scaffold_2075	11321	19543	8223	0.693177672382343	0	57	0	16.1
row_87	Porites_evermani_scaffold_2128	79301	86993	7693	0.610945014948655	0	47	0	25.1
row_88	Porites_evermani_scaffold_2191	35040	43941	8902	1.84228263311615	0	164	0	23.5
row_89	Porites_evermani_scaffold_2205	31022	39613	8592	0	0	0	0	0
row_9	Porites_evermani_scaffold_53	625337	633989	8653	1.21345198197157	0	105	0	9.56666666666667
row_90	Porites_evermani_scaffold_2262	70268	79849	9582	0	0	0	0	0
row_91	Porites_evermani_scaffold_2352	70419	78010	7592	0	0	0	0	0
row_92	Porites_evermani_scaffold_2383	35368	40393	5026	0.795861520095503	0	40	0	15
row_93	Porites_evermani_scaffold_2499	18447	22693	4247	0.965387332234518	0	41	0	12.2
row_94	Porites_evermani_scaffold_2530	3439	9826	6388	2.14464621164684	0	137	0	17.5
row_95	Porites_evermani_scaffold_2546	9055	17618	8564	0.525455394675386	0	45	0	17
row_96	Porites_evermani_scaffold_2629	16435	21713	5279	1.34495169539685	0	71	0	14.1
row_97	Porites_evermani_scaffold_2640	61343	66885	5543	4.40194840339167	0	244	0	22.85
row_98	Porites_evermani_scaffold_2796	60587	62671	2085	0	0	0	0	0
row_99	Porites_evermani_scaffold_2972	34002	42907	8906	0	0	0	0	0
